tis1099_subdistrict_code,parent_district_tis1099_code,parent_province_tis1099_code,name_en,name_th,centroid_lat,centroid_lon,postal_code
441107,4411,44,Nong Bua Santu,หนองบัวสันตุ,15.63172,103.17561,44210
441201,4412,44,Kut Rang,กุดรัง,16.07674,103.00145,44130
441202,4412,44,Na Pho,นาโพธิ์,16.0744,102.90853,44130
441203,4412,44,Loeng Faek,เลิงแฝก,15.95828,102.95478,44130
441204,4412,44,Nong Waeng,หนองแวง,15.9986,102.94002,44130
441205,4412,44,Huai Toei,ห้วยเตย,16.12298,103.04791,44130
441301,4413,44,Chuen Chom,ชื่นชม,16.56031,103.14779,44160
441302,4413,44,Kut Pla Duk,กุดปลาดุก,16.61425,103.15701,44160
441303,4413,44,Lao Dokmai,เหล่าดอกไม้,16.49489,103.14768,44160
441304,4413,44,Nong Kung,หนองกุง,16.50443,103.11016,44160
450101,4501,45,Nai Mueang,ในเมือง,16.04963,103.64628,45000
450102,4501,45,Rop Mueang,รอบเมือง,16.01857,103.64593,45000
450103,4501,45,Nuea Mueang,เหนือเมือง,16.07359,103.66152,45000
450104,4501,45,Khon Kaen,ขอนแก่น,16.02204,103.59092,45000
450105,4501,45,Na Pho,นาโพธิ์,15.95902,103.56446,45000
450106,4501,45,Sa-At Sombun,สะอาดสมบูรณ์,15.95508,103.61498,45000
450108,4501,45,Si Kaeo,สีแก้ว,16.12754,103.52531,45000
450109,4501,45,Po Phan,ปอภาร,16.08182,103.5256,45000
450110,4501,45,Non Rang,โนนรัง,15.99718,103.6654,45000
450117,4501,45,Nong Kaeo,หนองแก้ว,15.92775,103.68253,45000
450118,4501,45,Nong Waeng,หนองแวง,16.1035,103.60286,45000
450120,4501,45,Dong Lan,ดงลาน,16.05738,103.59436,45000
450123,4501,45,Khaen Yai,แคนใหญ่,15.89152,103.67,45000
450124,4501,45,Non Tan,โนนตาล,15.96676,103.66745,45000
450125,4501,45,Mueang Thong,เมืองทอง,15.93289,103.58107,45000
450201,4502,45,Kaset Wisai,เกษตรวิสัย,15.66192,103.60874,45150
450202,4502,45,Mueang Bua,เมืองบัว,15.59064,103.58378,45150
450203,4502,45,Lao Luang,เหล่าหลวง,15.71988,103.55023,45150
450204,4502,45,Sing Khok,สิงห์โคก,15.716,103.67051,45150
450205,4502,45,Dong Khrang Yai,ดงครั่งใหญ่,15.4886,103.52982,45150
450206,4502,45,Ban Fang,บ้านฝาง,15.6997,103.45063,45150
450207,4502,45,Nong Waeng,หนองแวง,15.73678,103.621,45150
450208,4502,45,Kamphaeng,กำแพง,15.55956,103.49583,45150
450209,4502,45,Ku Ka Sing,กู่กาสิงห์,15.58768,103.65393,45150
450210,4502,45,Nam Om,น้ำอ้อม,15.63442,103.52301,45150
450211,4502,45,Non Sawang,โนนสว่าง,15.70387,103.50416,45150
450212,4502,45,Thung Thong,ทุ่งทอง,15.48588,103.4522,45150
450213,4502,45,Dong Khrang Noi,ดงครั่งน้อย,15.50974,103.6072,45150
450301,4503,45,Bua Daeng,บัวแดง,15.64579,103.35717,45190
450302,4503,45,Dok Lam,ดอกล้ำ,15.63603,103.30294,45190
450303,4503,45,Nong Khaen,หนองแคน,15.68971,103.37792,45190
450304,4503,45,Phon Sung,โพนสูง,15.65228,103.4279,45190
450305,4503,45,Non Sawan,โนนสวรรค์,15.57845,103.43662,45190
450306,4503,45,Sa Bua,สระบัว,15.56681,103.37116,45190
450307,4503,45,Non Sa-Nga,โนนสง่า,15.60847,103.34796,45190
450308,4503,45,Khi Lek,ขี้เหล็ก,15.63034,103.45895,45190
450401,4504,45,Hua Chang,หัวช้าง,15.84403,103.56757,45180
450402,4504,45,Nong Phue,หนองผือ,15.83575,103.51549,45180
450403,4504,45,Mueang Hong,เมืองหงส์,15.87799,103.48292,45180
450404,4504,45,Khok Lam,โคกล่าม,15.91078,103.54045,45180
450405,4504,45,Nam Sai,น้ำใส,15.89315,103.61408,45180
450406,4504,45,Dong Daeng,ดงแดง,15.85517,103.64119,45180
450407,4504,45,Dong Klang,ดงกลาง,15.80446,103.6071,45180
450408,4504,45,Pa Sang,ป่าสังข์,15.80439,103.66479,45180
450409,4504,45,I Ngong,อีง่อง,15.77496,103.51701,45180
450410,4504,45,Lin Fa,ลิ้นฟ้า,15.7543,103.43357,45180
450411,4504,45,Du Noi,ดู่น้อย,15.78333,103.46758,45180
450412,4504,45,Si Khot,ศรีโคตร,15.77102,103.56628,45180
450501,4505,45,Niwet,นิเวศน์,16.04828,103.72889,45170
450502,4505,45,Thong Thani,ธงธานี,16.09893,103.84769,45170
450503,4505,45,Nong Phai,หนองไผ่,16.0001,103.72323,45170
450504,4505,45,Thawat Buri,ธวัชบุรี,16.11794,103.8073,45170
450506,4505,45,Um Mao,อุ่มเม้า,16.03886,103.78654,45170
450507,4505,45,Ma-Ue,มะอึ,16.08513,103.72816,45170
450510,4505,45,Khewa Thung,เขวาทุ่ง,15.93954,103.75222,45170
450515,4505,45,Phaisan,ไพศาล,16.02366,103.8175,45170
450517,4505,45,Mueang Noi,เมืองน้อย,15.95767,103.78512,45170
450520,4505,45,Bueng Nakhon,บึงนคร,16.07189,103.8497,45170
450522,4505,45,Ratchathani,ราชธานี,15.95304,103.71701,45170
450524,4505,45,Nong Phok,หนองพอก,16.0995,103.76596,45170
450601,4506,45,Phanom Phrai,พนมไพร,15.68683,104.11692,45140
450602,4506,45,Saen Suk,แสนสุข,15.7529,104.10461,45140
450603,4506,45,Kut Nam Sai,กุดน้ำใส,15.77594,104.06382,45140
450604,4506,45,Nong Thap Thai,หนองทัพไทย,15.68732,103.98844,45140
450605,4506,45,Pho Yai,โพธิ์ใหญ่,15.75563,104.01419,45140
450606,4506,45,Wari Sawat,วารีสวัสดิ์,15.68451,104.04355,45140
450607,4506,45,Khok Sawang,โคกสว่าง,15.6346,104.07149,45140
450611,4506,45,Pho Chai,โพธิ์ชัย,15.58536,104.08669,45140
450612,4506,45,Na Nuan,นานวล,15.63789,104.12526,45140
450613,4506,45,Kham Hai,คำไฮ,15.63701,104.17194,45140
450614,4506,45,Sa Kaeo,สระแก้ว,15.70651,104.07989,45140
450615,4506,45,Kho Yai,ค้อใหญ่,15.59814,104.13729,45140
450617,4506,45,Chanuwan,ชานุวรรณ,15.80585,104.08709,45140
450701,4507,45,Waeng,แวง,16.3266,103.98143,45110
450702,4507,45,Khok Kok Muang,โคกกกม่วง,16.16708,104.01952,45110
450703,4507,45,Na Udom,นาอุดม,16.32072,103.85362,45110
450704,4507,45,Sawang,สว่าง,16.21482,104.00416,45110
450705,4507,45,Nong Yai,หนองใหญ่,16.39973,103.9963,45110
450706,4507,45,Pho Thong,โพธิ์ทอง,16.32046,103.91719,45110
450707,4507,45,Non Chai Si,โนนชัยศรี,16.20903,103.95359,45110
450708,4507,45,Pho Si Sawang,โพธิ์ศรีสว่าง,16.23767,103.89256,45110
450709,4507,45,Um Mao,อุ่มเม่า,16.27569,103.86164,45110
450710,4507,45,Kham Na Di,คำนาดี,16.39538,103.91397,45110
450711,4507,45,Phrom Sawan,พรมสวรรค์,16.19872,104.08469,45110
450712,4507,45,Sa Nok Kaeo,สระนกแก้ว,16.27198,103.96378,45110
450713,4507,45,Wang Samakkhi,วังสามัคคี,16.26592,104.04118,45110
450714,4507,45,Khok Sung,โคกสูง,16.19946,103.89278,45110
450801,4508,45,Kham Pia,ขามเปี้ย,16.33026,103.76871,45230
450802,4508,45,Chiang Mai,เชียงใหม่,16.24499,103.80672,45230
450803,4508,45,Bua Kham,บัวคำ,16.28155,103.80847,45230
450804,4508,45,Ak Khakham,อัคคะคำ,16.3923,103.75226,45230
450805,4508,45,Sa-At,สะอาด,16.21072,103.76832,45230
450806,4508,45,Kham Pha-Ung,คำพอุง,16.42338,103.83956,45230
450807,4508,45,Nong Ta Kai,หนองตาไก้,16.2606,103.76273,45230
450808,4508,45,Don Ong,ดอนโอง,16.20051,103.82235,45230
450809,4508,45,Pho Si,โพธิ์ศรี,16.36362,103.81824,45230
450901,4509,45,Nong Phok,หนองพอก,16.33021,104.19235,45210
450902,4509,45,Bueng Ngam,บึงงาม,16.37204,104.28697,45210
450903,4509,45,Phu Khao Thong,ภูเขาทอง,16.40056,104.2337,45210
450904,4509,45,Kok Pho,กกโพธิ์,16.30034,104.1099,45210
450905,4509,45,Khok Sawang,โคกสว่าง,16.26873,104.27979,45210
450906,4509,45,Nong Khun Yai,หนองขุ่นใหญ่,16.23774,104.15024,45210
450907,4509,45,Rop Mueang,รอบเมือง,16.28378,104.20931,45210
450908,4509,45,Pha Nam Yoi,ผาน้ำย้อย,16.3196,104.32072,45210
450909,4509,45,Tha Si Da,ท่าสีดา,16.19809,104.20993,45210
451001,4510,45,Klang,กลาง,16.01399,103.94106,45120
451002,4510,45,Na Ngam,นางาม,15.87885,103.97801,45120
451003,4510,45,Mueang Phrai,เมืองไพร,16.00209,103.99977,45120
451004,4510,45,Na Saeng,นาแซง,16.14671,103.96374,45120
451005,4510,45,Na Mueang,นาเมือง,16.07237,103.93925,45120
451006,4510,45,Wang Luang,วังหลวง,16.08982,103.99592,45120
451007,4510,45,Tha Muang,ท่าม่วง,16.12197,103.89109,45120
451008,4510,45,Khwao,ขวาว,15.94502,103.98534,45120
451009,4510,45,Pho Thong,โพธิ์ทอง,16.14576,104.13875,45120
451010,4510,45,Phu Ngoen,ภูเงิน,16.04658,104.07609,45120
451011,4510,45,Ko Kaeo,เกาะแก้ว,16.16071,103.86188,45120
451012,4510,45,Na Loeng,นาเลิง,15.96233,103.92973,45120
451013,4510,45,Lao Noi,เหล่าน้อย,16.09802,104.03816,45120
451014,4510,45,Si Wilai,ศรีวิลัย,16.13673,104.05445,45120
451015,4510,45,Nong Luang,หนองหลวง,16.15062,103.92714,45120
451016,4510,45,Phon Sawan,พรสวรรค์,16.18552,104.14621,45120
451017,4510,45,Khwan Mueang,ขวัญเมือง,16.02254,103.95675,45120
451018,4510,45,Bueng Kluea,บึงเกลือ,16.01895,104.0238,45120
451101,4511,45,Sa Khu,สระคู,15.58353,103.80174,45130
451102,4511,45,Dokmai,ดอกไม้,15.65345,103.77037,45130
451103,4511,45,Na Yai,นาใหญ่,15.70318,103.74745,45130
451104,4511,45,Hin Kong,หินกอง,15.59866,103.71662,45130
451105,4511,45,Mueang Thung,เมืองทุ่ง,15.62282,103.86175,45130
451106,4511,45,Hua Thon,หัวโทน,15.70637,103.85422,45130
451107,4511,45,Bo Phan Khan,บ่อพันขัน,15.60689,103.89538,45130
451108,4511,45,Thung Luang,ทุ่งหลวง,15.48322,103.71504,45130
451109,4511,45,Hua Chang,หัวช้าง,15.64613,103.90936,45130
451110,4511,45,Nam Kham,น้ำคำ,15.73547,103.82502,45130
451111,4511,45,Huai Hin Lat,ห้วยหินลาด,15.69973,103.90007,45130
451112,4511,45,Chang Phueak,ช้างเผือก,15.67197,103.94628,45130
451113,4511,45,Thung Kula,ทุ่งกุลา,15.47624,103.80752,45130
451114,4511,45,Thung Si Mueang,ทุ่งศรีเมือง,15.57395,103.87073,45130
451115,4511,45,Champa Khan,จำปาขัน,15.59469,103.92708,45130
451201,4512,45,Nong Phue,หนองผือ,15.8174,103.71104,45220
451202,4512,45,Nong Hin,หนองหิน,15.78674,103.80868,45220
451203,4512,45,Khu Mueang,คูเมือง,15.75003,103.71699,45220
451204,4512,45,Kok Kung,กกกุง,15.77001,103.75905,45220
451205,4512,45,Mueang Suang,เมืองสรวง,15.81441,103.75349,45220
451301,4513,45,Phon Sai,โพนทราย,15.49516,104.00603,45240
451302,4513,45,Sam Kha,สามขา,15.47316,103.9331,45240
451303,4513,45,Si Sawang,ศรีสว่าง,15.53073,103.91018,45240
451304,4513,45,Yang Kham,ยางคำ,15.44576,103.97383,45240
451305,4513,45,Tha Hat Yao,ท่าหาดยาว,15.49234,103.88134,45240
451401,4514,45,At Samat,อาจสามารถ,15.84459,103.88248,45160
451402,4514,45,Phon Mueang,โพนเมือง,15.90574,103.88055,45160
451403,4514,45,Ban Chaeng,บ้านแจ้ง,15.85449,103.93612,45160
451404,4514,45,Nom,หน่อม,15.80764,103.95696,45160
451405,4514,45,Nong Muen Than,หนองหมื่นถ่าน,15.75211,103.93974,45160
451406,4514,45,Nong Kham,หนองขาม,15.80162,103.86756,45160
451407,4514,45,Hora,โหรา,15.86165,103.81352,45160
451408,4514,45,Nong Bua,หนองบัว,15.8555,103.76779,45160
451409,4514,45,Khi Lek,ขี้เหล็ก,15.90717,103.79105,45160
451410,4514,45,Ban Du,บ้านดู่,15.88424,103.73084,45160
451501,4515,45,Moei Wadi,เมยวดี,16.39385,104.16119,45250
451502,4515,45,Chumphon,ชุมพร,16.34423,104.06348,45250
451503,4515,45,Bung Loet,บุ่งเลิศ,16.42751,104.15347,45250
451504,4515,45,Chom Sa-At,ชมสะอาด,16.39557,104.09905,45250
451601,4516,45,Pho Thong,โพธิ์ทอง,15.97905,103.54247,45000
451602,4516,45,Si Somdet,ศรีสมเด็จ,15.98448,103.48631,45000
451603,4516,45,Mueang Plueai,เมืองเปลือย,16.0103,103.55288,45000
451604,4516,45,Nong Yai,หนองใหญ่,16.04406,103.53852,45000
451605,4516,45,Suan Chik,สวนจิก,16.03271,103.49105,45280
451606,4516,45,Pho Sai,โพธิ์สัย,16.09509,103.47838,45280
451607,4516,45,Nong Waeng Khuang,หนองแวงควง,15.95094,103.50527,45000
451608,4516,45,Ban Bak,บ้านบาก,15.99003,103.52195,45000
451701,4517,45,Din Dam,ดินดำ,16.18428,103.67523,45000
451702,4517,45,Pa Fa,ปาฝา,16.14827,103.63278,45000
451703,4517,45,Muang Lat,ม่วงลาด,16.19679,103.5263,45000
451704,4517,45,Changhan,จังหาร,16.14471,103.59393,45000
451705,4517,45,Dong Sing,ดงสิงห์,16.18323,103.58061,45000
451706,4517,45,Yang Yai,ยางใหญ่,16.12458,103.66313,45000
451707,4517,45,Phak Waen,ผักแว่น,16.17241,103.52059,45000
451708,4517,45,Saen Chat,แสนชาติ,16.19106,103.63122,45000
451801,4518,45,Chiang Khwan,เชียงขวัญ,16.19421,103.72301,45000
451802,4518,45,Phlapphla,พลับพลา,16.15071,103.80307,45170
451803,4518,45,Phrathat,พระธาตุ,16.16766,103.76302,45000
451804,4518,45,Phrachao,พระเจ้า,16.12679,103.74019,45000
451805,4518,45,Mu Mon,หมูม้น,16.10308,103.70462,45170
451806,4518,45,Ban Khueang,บ้านเขือง,16.15056,103.71163,45000
451901,4519,45,Nong Hi,หนองฮี,15.62432,104.00411,45140
451902,4519,45,Sao Hae,สาวแห,15.54362,104.0599,45140
451903,4519,45,Duk Ueng,ดูกอึ่ง,15.55901,104.01385,45140
451904,4519,45,Den Rat,เด่นราษฎร์,15.57941,103.9631,45140
452001,4520,45,Thung Khao Luang,ทุ่งเขาหลวง,16.03095,103.85433,45170
452002,4520,45,Thoet Thai,เทอดไทย,15.96441,103.86754,45170
452003,4520,45,Bueng Ngam,บึงงาม,15.99175,103.90084,45170
452004,4520,45,Maba,มะบ้า,16.04115,103.8906,45170
452005,4520,45,Lao,เหล่า,15.96656,103.82943,45170
460101,4601,46,Kalasin,กาฬสินธุ์,16.43483,103.51504,46000
460102,4601,46,Nuea,เหนือ,16.4463,103.57518,46000
460103,4601,46,Lup,หลุบ,16.39248,103.51332,46000
460104,4601,46,Phai,ไผ่,16.51762,103.57133,46000
460105,4601,46,Lampao,ลำปาว,16.5948,103.50489,46000
460106,4601,46,Lamphan,ลำพาน,16.4575,103.47884,46000
460107,4601,46,Chiang Khruea,เชียงเครือ,16.41443,103.63851,46000
460108,4601,46,Bueng Wichai,บึงวิชัย,16.53032,103.4804,46000
460109,4601,46,Huai Pho,ห้วยโพธิ์,16.37806,103.57116,46000
460111,4601,46,Phu Po,ภูปอ,16.59192,103.61674,46000
460113,4601,46,Phu Din,ภูดิน,16.63822,103.4983,46000
460115,4601,46,Nong Kung,หนองกุง,16.53139,103.52194,46000
460116,4601,46,Klang Muen,กลางหมื่น,16.53829,103.66251,46000
460117,4601,46,Khamin,ขมิ้น,16.60391,103.56935,46000
460119,4601,46,Phon Thong,โพนทอง,16.46887,103.5383,46000
460120,4601,46,Na Chan,นาจารย์,16.56022,103.6451,46000
460121,4601,46,Lam Khlong,ลำคลอง,16.58822,103.45165,46000
460201,4602,46,Na Mon,นามน,16.56653,103.77479,46230
460202,4602,46,Yot Kaeng,ยอดแกง,16.62562,103.73135,46230
460203,4602,46,Song Plueai,สงเปลือย,16.62356,103.79534,46230
460204,4602,46,Lak Liam,หลักเหลี่ยม,16.54988,103.8227,46230
460205,4602,46,Nong Bua,หนองบัว,16.53273,103.85628,46230
460301,4603,46,Kamalasai,กมลาไสย,16.32074,103.55503,46130
460302,4603,46,Lak Mueang,หลักเมือง,16.31343,103.61479,46130
460303,4603,46,Phon Ngam,โพนงาม,16.31501,103.66527,46130
460304,4603,46,Dong Ling,ดงลิง,16.25014,103.66656,46130
460305,4603,46,Thanya,ธัญญา,16.25547,103.56725,46130
460308,4603,46,Nong Paen,หนองแปน,16.29201,103.49526,46130
460310,4603,46,Chao Tha,เจ้าท่า,16.22308,103.62044,46130
460311,4603,46,Khok Sombun,โคกสมบูรณ์,16.35971,103.67168,46130
460401,4604,46,Rong Kham,ร่องคำ,16.27201,103.74013,46210
460402,4604,46,Samakkhi,สามัคคี,16.31467,103.71639,46210
460403,4604,46,Lao Oi,เหล่าอ้อย,16.25367,103.71233,46210
460501,4605,46,Bua Khao,บัวขาว,16.52506,104.05213,46110
460502,4605,46,Chaen Laen,แจนแลน,16.55661,103.99316,46110
460503,4605,46,Lao Yai,เหล่าใหญ่,16.61933,103.98827,46110
460504,4605,46,Chum Chang,จุมจัง,16.44783,104.08821,46110
460505,4605,46,Lao Hai Ngam,เหล่าไฮงาม,16.46303,104.17903,46110
460506,4605,46,Kut Wa,กุดหว้า,16.52797,104.16536,46110
460507,4605,46,Sam Kha,สามขา,16.46686,103.97113,46110
460508,4605,46,Nakham,นาขาม,16.50526,103.90635,46110
460509,4605,46,Nong Hang,หนองห้าง,16.57788,104.11998,46110
460510,4605,46,Nako,นาโก,16.60572,104.05453,46110
460511,4605,46,Som Sa-At,สมสะอาด,16.45284,104.04954,46110
460512,4605,46,Kut Khao,กุดค้าว,16.50277,104.00323,46110
460601,4606,46,Khum Kao,คุ้มเก่า,16.68625,104.12779,46160
460602,4606,46,Song Plueai,สงเปลือย,16.63383,104.1463,46160
460603,4606,46,Nong Phue,หนองผือ,16.74643,104.09051,46160
460606,4606,46,Kut Sinkhum Mai,กุดสิมคุ้มใหม่,16.67101,104.05456,46160
460608,4606,46,Sa Phang Thong,สระพังทอง,16.71558,104.05567,46160
460611,4606,46,Kut Pla Khao,กุดปลาค้าว,16.72405,104.1153,46160
460701,4607,46,Yang Talat,ยางตลาด,16.39254,103.35116,46120
460702,4607,46,Hua Ngua,หัวงัว,16.35135,103.42398,46120
460703,4607,46,Um Mao,อุ่มเม่า,16.3864,103.44166,46120
460704,4607,46,Bua Ban,บัวบาน,16.48219,103.42467,46120
460705,4607,46,Woe,เว่อ,16.52593,103.34852,46120
460706,4607,46,I Tue,อิตื้อ,16.46464,103.26443,46120
460707,4607,46,Hua Na Kham,หัวนาคำ,16.40151,103.22097,46120
460708,4607,46,Nong I Thao,หนองอิเฒ่า,16.34229,103.37027,46120
460709,4607,46,Don Sombun,ดอนสมบูรณ์,16.42579,103.4255,46120
460710,4607,46,Na Chueak,นาเชือก,16.56617,103.41127,46120
460711,4607,46,Khlong Kham,คลองขาม,16.44398,103.33272,46120
460712,4607,46,Khao Phra Non,เขาพระนอน,16.52785,103.37681,46120
460713,4607,46,Na Di,นาดี,16.35435,103.47821,46120
460714,4607,46,Non Sung,โนนสูง,16.47019,103.20877,46120
460715,4607,46,Nong Tok Paen,หนองตอกแป้น,16.31535,103.40616,46120
460801,4608,46,Huai Mek,ห้วยเม็ก,16.5929,103.21467,46170
460802,4608,46,Kham Yai,คำใหญ่,16.64624,103.19806,46170
460803,4608,46,Kut Don,กุดโดน,16.53881,103.26652,46170
460804,4608,46,Bueng Na Riang,บึงนาเรียง,16.59622,103.28902,46170
460805,4608,46,Hua Hin,หัวหิน,16.59246,103.343,46170
460806,4608,46,Phimun,พิมูล,16.69447,103.17956,46170
460807,4608,46,Kham Mueat Kaeo,คำเหมือดแก้ว,16.52643,103.20074,46170
460808,4608,46,Non Sa-At,โนนสะอาด,16.53393,103.32155,46170
460809,4608,46,Sai Thong,ทรายทอง,16.73673,103.16604,46170
460901,4609,46,Phu Sing,ภูสิงห์,16.74413,103.50473,46140
460902,4609,46,Sahatsakhan,สหัสขันธ์,16.72072,103.57017,46140
460903,4609,46,Na Makhuea,นามะเขือ,16.67883,103.63468,46140
460904,4609,46,Non Sila,โนนศิลา,16.79311,103.59205,46140
460905,4609,46,Nikhom,นิคม,16.6783,103.49228,46140
460906,4609,46,Non Laem Thong,โนนแหลมทอง,16.74603,103.62771,46140
460907,4609,46,Non Buri,โนนบุรี,16.70738,103.49275,46140
460908,4609,46,Non Nam Kliang,โนนน้ำเกลี้ยง,16.67705,103.55312,46140
461001,4610,46,Thung Khlong,ทุ่งคลอง,16.93351,103.63839,46180
461002,4610,46,Phon,โพน,16.86418,103.61846,46180
461005,4610,46,Din Chi,ดินจี่,16.95176,103.71699,46180
461006,4610,46,Na Bon,นาบอน,16.88203,103.67465,46180
461007,4610,46,Na Than,นาทัน,17.02184,103.61146,46180
461009,4610,46,Noen Yang,เนินยาง,16.80157,103.65198,46180
461101,4611,46,Tha Khantho,ท่าคันโท,16.89908,103.21876,46190
461102,4611,46,Kung Kao,กุงเก่า,16.87083,103.18528,46190
461103,4611,46,Yang Um,ยางอู้ม,16.89286,103.30776,46190
461104,4611,46,Kut Chik,กุดจิก,16.9042,103.13077,46190
461105,4611,46,Na Tan,นาตาล,16.87349,103.26626,46190
461106,4611,46,Dong Sombun,ดงสมบูรณ์,16.87602,103.36166,46190
461201,4612,46,Nong Kung Si,หนองกุงศรี,16.63969,103.2869,46220
461202,4612,46,Nong Bua,หนองบัว,16.71902,103.38823,46220
461203,4612,46,Khok Khruea,โคกเครือ,16.75327,103.2625,46220
461204,4612,46,Nong Suang,หนองสรวง,16.76788,103.42345,46220
461205,4612,46,Sao Lao,เสาเล้า,16.64799,103.39488,46220
461206,4612,46,Nong Yai,หนองใหญ่,16.71071,103.22138,46220
461207,4612,46,Dong Mun,ดงมูล,16.78125,103.31469,46220
461208,4612,46,Lam Nong Saen,ลำหนองแสน,16.67202,103.31316,46220
461209,4612,46,Nong Hin,หนองหิน,16.82193,103.3675,46220
461301,4613,46,Somdet,สมเด็จ,16.70675,103.75897,46150
461302,4613,46,Nong Waeng,หนองแวง,16.66406,103.69129,46150
461303,4613,46,Saeng Badan,แซงบาดาล,16.85623,103.73055,46150
461304,4613,46,Mahachai,มหาไชย,16.82408,103.7801,46150
461305,4613,46,Mu Mon,หมูม่น,16.75883,103.68149,46150
461306,4613,46,Pha Sawoei,ผาเสวย,16.78471,103.83241,46150
461307,4613,46,Si Somdet,ศรีสมเด็จ,16.7368,103.72546,46150
461308,4613,46,Lam Huai Lua,ลำห้วยหลัว,16.70115,103.79328,46150
461401,4614,46,Kham Bong,คำบง,16.71232,103.86239,46240
461402,4614,46,Khai Nun,ไค้นุ่น,16.61541,103.93121,46240
461403,4614,46,Nikhom Huai Phueng,นิคมห้วยผึ้ง,16.67995,103.91026,46240
461404,4614,46,Nong I But,หนองอีบุตร,16.59583,103.87266,46240
461501,4615,46,Samran,สำราญ,16.94149,103.52266,46180
461502,4615,46,Samran Tai,สำราญใต้,16.81605,103.47798,46180
461503,4615,46,Kham Sang Thiang,คำสร้างเที่ยง,16.81361,103.54463,46180
461504,4615,46,Nong Chang,หนองช้าง,16.914,103.57086,46180
461601,4616,46,Na Khu,นาคู,16.79229,104.04836,46160
461602,4616,46,Sai Na Wang,สายนาวัง,16.76474,104.06628,46160
461603,4616,46,Non Na Chan,โนนนาจาน,16.72221,103.99194,46160
461604,4616,46,Bo Kaeo,บ่อแก้ว,16.78961,103.99561,46160
461605,4616,46,Phu Laen Chang,ภูแล่นช้าง,16.68241,103.96951,46160
461701,4617,46,Don Chan,ดอนจาน,16.43021,103.69969,46000
461702,4617,46,Sa-At Chai Si,สะอาดไชยศรี,16.461,103.77179,46000
461703,4617,46,Dong Phayung,ดงพยุง,16.52912,103.70837,46000
461704,4617,46,Muang Na,ม่วงนา,16.4754,103.63753,46000
461705,4617,46,Na Champa,นาจำปา,16.49305,103.72738,46000
461801,4618,46,Khong Chai Phatthana,ฆ้องชัยพัฒนา,16.25205,103.46274,46130
461802,4618,46,Lao Klang,เหล่ากลาง,16.24698,103.51754,46130
461803,4618,46,Khok Sa-At,โคกสะอาด,16.28556,103.43566,46130
461804,4618,46,Non Sila Loeng,โนนศิลาเลิง,16.32575,103.49318,46130
461805,4618,46,Lam Chi,ลำชี,16.2142,103.49098,46130
470101,4701,47,That Choengchum,ธาตุเชิงชุม,17.16579,104.13497,47000
470102,4701,47,Khamin,ขมิ้น,17.25198,104.00947,47220
470103,4701,47,Ngio Don,งิ้วด่อน,17.11895,104.16521,47000
470104,4701,47,Non Hom,โนนหอม,17.06038,104.19344,47000
470106,4701,47,Chiang Khruea,เชียงเครือ,17.27793,104.12504,47000
470107,4701,47,Tha Rae,ท่าแร่,17.24843,104.18304,47000
470109,4701,47,Muang Lai,ม่วงลาย,17.11186,104.2692,47000
470111,4701,47,Dong Chon,ดงชน,17.09416,104.24276,47000
470112,4701,47,Huai Yang,ห้วยยาง,17.09577,104.03139,47000
470113,4701,47,Phang Khwang,พังขว้าง,17.17895,104.0152,47000
470115,4701,47,Dong Mafai,ดงมะไฟ,17.06282,104.10416,47000
470116,4701,47,That Naweng,ธาตุนาเวง,17.18041,104.11473,47000
470117,4701,47,Lao Po Daeng,เหล่าปอแดง,17.13045,104.21336,47000
470118,4701,47,Nong Lat,หนองลาด,17.32895,104.04845,47220
470120,4701,47,Hang Hong,ฮางโฮง,17.22337,104.11854,47000
470121,4701,47,Khok Kong,โคกก่อง,17.13233,104.29583,47000
470201,4702,47,Kusuman,กุสุมาลย์,17.31416,104.35032,47210
470202,4702,47,Na Pho,นาโพธิ์,17.35031,104.28764,47210
470203,4702,47,Na Phiang,นาเพียง,17.37291,104.21877,47230
470204,4702,47,Pho Phisan,โพธิไพศาล,17.38114,104.37409,47210
470205,4702,47,Um Chan,อุ่มจาน,17.36275,104.1325,47230
470301,4703,47,Kut Bak,กุดบาก,17.04729,103.75488,47180
470303,4703,47,Na Mong,นาม่อง,17.08959,103.90834,47180
470305,4703,47,Kut Hai,กุดไห,17.11407,103.74054,47180
470401,4704,47,Phanna,พรรณา,17.35476,103.85355,47130
470402,4704,47,Wang Yang,วังยาง,17.34136,103.91155,47130
470403,4704,47,Phok Noi,พอกน้อย,17.31847,103.95488,47220
470404,4704,47,Na Hua Bo,นาหัวบ่อ,17.25071,103.93633,47220
470405,4704,47,Rai,ไร่,17.27432,103.84308,47130
470406,4704,47,Chang Ming,ช้างมิ่ง,17.34396,103.80355,47130
470407,4704,47,Na Nai,นาใน,17.20807,103.82121,47130
470408,4704,47,Sawang,สว่าง,17.37054,103.98605,47130
470409,4704,47,Bahi,บะฮี,17.4242,103.90371,47130
470410,4704,47,Choeng Chum,เชิงชุม,17.42665,104.00418,47130
470501,4705,47,Phang Khon,พังโคน,17.39088,103.7051,47160
470502,4705,47,Muang Khai,ม่วงไข่,17.40431,103.66337,47160
470503,4705,47,Rae,แร่,17.32626,103.75129,47160
470504,4705,47,Hai Yong,ไฮหย่อง,17.40274,103.76858,47160
470505,4705,47,Ton Phueng,ต้นผึ้ง,17.42896,103.82693,47160
